URL,Name,V3
http://www.kibutu.com/kibutu.php?university=syounann_kouka,湘南工科大学,0
http://www.kibutu.com/kibutu.php?university=syouwa_onngaku,昭和音楽大学,0
http://www.kibutu.com/kibutu.php?university=sei_mariannna_ika,聖マリアンナ医科大学,0
http://www.kibutu.com/kibutu.php?university=sennzoku_gakuenn_onngaku,洗足学園音楽大学,0
http://www.kibutu.com/kibutu.php?university=turumi,鶴見大学,0
http://www.kibutu.com/kibutu.php?university=dennenntyouhu_gakuenn,田園調布学園大学,0
http://www.kibutu.com/kibutu.php?university=syouinn_yokohama,桐蔭横浜大学,0
http://www.kibutu.com/kibutu.php?university=toukai2,東海大学,19
http://www.kibutu.com/kibutu.php?university=touyou_eiwa_jogakuinn,東洋英和女学院大学,1
http://www.kibutu.com/kibutu.php?university=ferisu_jogakuinn,フェリス女学院大学,0
http://www.kibutu.com/kibutu.php?university=bunnkyou,文教大学,0
http://www.kibutu.com/kibutu.php?university=yasima_gakuenn,八洲学園大学,0
http://www.kibutu.com/kibutu.php?university=yokohama_syouka,横浜商科大学,2
http://www.kibutu.com/kibutu.php?university=syokugyou_nouryouku_kaihatu_sougou_daigakou,職業能力開発総合大学校,0
http://www.kibutu.com/kibutu.php?university=bouei_daigakkou,防衛大学校,0
http://www.kibutu.com/kibutu.php?university=saitama,埼玉大学,1
http://www.kibutu.com/kibutu.php?university=saitama_kennritu,埼玉県立大学,0
http://www.kibutu.com/kibutu.php?university=atomi_gakuenn_josi,跡見学園女子大学,0
http://www.kibutu.com/kibutu.php?university=urawa,浦和大学,0
http://www.kibutu.com/kibutu.php?university=kyouei,共栄大学,0
http://www.kibutu.com/kibutu.php?university=saitama_ika,埼玉医科大学,0
http://www.kibutu.com/kibutu.php?university=saitama_gakuenn,埼玉学園大学,26
http://www.kibutu.com/kibutu.php?university=saitama_kougyou,埼玉工業大学,0
http://www.kibutu.com/kibutu.php?university=juumonnzi_gakuenn_josi,十文字学園女子大学,0
http://www.kibutu.com/kibutu.php?university=jousai,城西大学,2
http://www.kibutu.com/kibutu.php?university=syoubi_gakuenn,尚美学園大学,0
http://www.kibutu.com/kibutu.php?university=josi_eiyou,女子栄養大学,0
http://www.kibutu.com/kibutu.php?university=surugadai,駿河台大学,2
http://www.kibutu.com/kibutu.php?university=sei_gakuinn,聖学院大学,0
http://www.kibutu.com/kibutu.php?university=seibu_bunnri,西武文理大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_kokusai,東京国際大学,18
http://www.kibutu.com/kibutu.php?university=touhou_onngaku,東邦音楽大学,0
http://www.kibutu.com/kibutu.php?university=dokkyou,獨協大学,2
http://www.kibutu.com/kibutu.php?university=nihonn_kougyou,日本工業大学,2
http://www.kibutu.com/kibutu.php?university=nihonn_yakka,日本薬科大学,4
http://www.kibutu.com/kibutu.php?university=bunnkyou2,文教大学,0
http://www.kibutu.com/kibutu.php?university=heisei_kokusai,平成国際大学,0
http://www.kibutu.com/kibutu.php?university=musasino_gakuinn,武蔵野学院大学,0
http://www.kibutu.com/kibutu.php?university=meikai,明海大学,0
http://www.kibutu.com/kibutu.php?university=monotukuri,ものつくり大学,0
http://www.kibutu.com/kibutu.php?university=bouei_ika_daigakkou,防衛医科大学校,0
http://www.kibutu.com/kibutu.php?university=tiba,千葉大学,16
http://www.kibutu.com/kibutu.php?university=aikoku_gakuenn,愛国学園大学,0
http://www.kibutu.com/kibutu.php?university=edogawa,江戸川大学,0
http://www.kibutu.com/kibutu.php?university=kawamura_gakuenn_josi,川村学園女子大学,0
http://www.kibutu.com/kibutu.php?university=kannda_gaigo,神田外語大学,0
http://www.kibutu.com/kibutu.php?university=keiai,敬愛大学,0
http://www.kibutu.com/kibutu.php?university=kokusai_budou,国際武道大学,9
http://www.kibutu.com/kibutu.php?university=syuumei,秀明大学,0
http://www.kibutu.com/kibutu.php?university=syukutoku,淑徳大学,0
http://www.kibutu.com/kibutu.php?university=jousai_kokusai,城西国際大学,1
http://www.kibutu.com/kibutu.php?university=seitoku,聖徳大学,0
http://www.kibutu.com/kibutu.php?university=seiwa,清和大学,11
http://www.kibutu.com/kibutu.php?university=tiba_keizai,千葉経済大学,0
http://www.kibutu.com/kibutu.php?university=tiba_kougyou,千葉工業大学,5
http://www.kibutu.com/kibutu.php?university=tiba_syouka,千葉商科大学,2
http://www.kibutu.com/kibutu.php?university=tiba_kagaku,千葉科学大学,3
http://www.kibutu.com/kibutu.php?university=tyuuou_gakuinn,中央学院大学,0
http://www.kibutu.com/kibutu.php?university=teikyou_heisei,帝京平成大学,1
http://www.kibutu.com/kibutu.php?university=icu,東京基督教大学,1
http://www.kibutu.com/kibutu.php?university=toukyou_jouhou,東京情報大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_seitoku,東京成徳大学,0
http://www.kibutu.com/kibutu.php?university=touyou_gakuenn2,東洋学園大学,0
http://www.kibutu.com/kibutu.php?university=nihonnbasi_gakkann,日本橋学館大学,0
http://www.kibutu.com/kibutu.php?university=reitaku,麗澤大学,1
http://www.kibutu.com/kibutu.php?university=wayou_josi,和洋女子大学,0
http://www.kibutu.com/kibutu.php?university=kisyou_daigakkou,気象大学校,0
http://www.kibutu.com/kibutu.php?university=ibaragi,茨城大学,22
http://www.kibutu.com/kibutu.php?university=tukuba,筑波大学,4
http://www.kibutu.com/kibutu.php?university=ibaragi_kennritu_iryou,茨城県立医療大学,0
http://www.kibutu.com/kibutu.php?university=ibaragi_kirisutokyou,茨城キリスト教大学,0
http://www.kibutu.com/kibutu.php?university=tukuba_kokusai,つくば国際大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_kasei_gakuinn_tukuba_josi,東京家政学院筑波女子大学,0
http://www.kibutu.com/kibutu.php?university=tokiwa,常磐大学,2
http://www.kibutu.com/kibutu.php?university=ryuutuu_keizai,流通経済大学,0
http://www.kibutu.com/kibutu.php?university=utunomiya,宇都宮大学,1
http://www.kibutu.com/kibutu.php?university=asigaka_kougyou,足利工業大学,7
http://www.kibutu.com/kibutu.php?university=kokusai_iryou_hukusi,国際医療福祉大学,1
http://www.kibutu.com/kibutu.php?university=sakusinn_gakuinn,作新学院大学,0
http://www.kibutu.com/kibutu.php?university=ziti_ika,自治医科大学,0
http://www.kibutu.com/kibutu.php?university=dokkyou_ika,獨協医科大学,1
http://www.kibutu.com/kibutu.php?university=nasu,那須大学,0
http://www.kibutu.com/kibutu.php?university=hakuhou,白鴎大学,70
http://www.kibutu.com/kibutu.php?university=bunnsei_geijutu,文星芸術大学,0
http://www.kibutu.com/kibutu.php?university=gunnma,群馬大学,8
http://www.kibutu.com/kibutu.php?university=gunnma_kennritu_josi,群馬県立女子大学,2
http://www.kibutu.com/kibutu.php?university=takasaki_keizai,高崎経済大学,1974
http://www.kibutu.com/kibutu.php?university=maebasi_kouka,前橋工科大学,0
http://www.kibutu.com/kibutu.php?university=kanntou_gakuenn,関東学園大学,0
http://www.kibutu.com/kibutu.php?university=kyouai_gakuenn_maebasi_kokusai,共愛学園前橋国際大学,1
http://www.kibutu.com/kibutu.php?university=gunnma_syakai_hukusi,群馬社会福祉大学,0
http://www.kibutu.com/kibutu.php?university=joubu,上武大学,0
http://www.kibutu.com/kibutu.php?university=souzou_gakuenn,創造学園大学,0
http://www.kibutu.com/kibutu.php?university=takasaki_kennkou_hukusi,高崎健康福祉大学,27
http://www.kibutu.com/kibutu.php?university=takasaki_syouka,高崎商科大学,1
http://www.kibutu.com/kibutu.php?university=toukyou_hukusi,東京福祉大学,4
http://www.kibutu.com/kibutu.php?university=yamanasi,山梨大学,4
http://www.kibutu.com/kibutu.php?university=turu_bunnka,都留文科大学,0
http://www.kibutu.com/kibutu.php?university=yamanasi_kennritu_kanngo,山梨県立看護大学,1
http://www.kibutu.com/kibutu.php?university=kennkou_kagaku,健康科学大学,6
http://www.kibutu.com/kibutu.php?university=teikyou_kagaku,帝京科学大学,0
http://www.kibutu.com/kibutu.php?university=minobusann,身延山大学,0
http://www.kibutu.com/kibutu.php?university=yamanasi_eiwa,山梨英和大学,3
http://www.kibutu.com/kibutu.php?university=yamanasi_gakuinn,山梨学院大学,0
http://www.kibutu.com/kibutu.php?university=aiti_kyouiku,愛知教育大学,185
http://www.kibutu.com/kibutu.php?university=toyohasi_gijutu_kagaku,豊橋技術科学大学,7
http://www.kibutu.com/kibutu.php?university=nagoya,名古屋大学,13
http://www.kibutu.com/kibutu.php?university=nagoya_kougyou,名古屋工業大学,13
